internal_code,isin,name,exchange_code,currency,sector_code,country_iso2,yfinance_symbol,stooq_symbol,notes
EQ:LU:SES,,SES S.A.,XPAR,EUR,15,LU,SESG.PA,,candidat screener yahoo 2026-08-21
EQ:DE:DRAGERWERK,,Drägerwerk AG & Co. KGaA,XETR,EUR,20,DE,DRW3.DE,,candidat screener yahoo 2026-08-21
EQ:DE:MVVENERGIE,,MVV Energie AG,XETR,EUR,65,DE,MVV1.DE,,candidat screener yahoo 2026-08-21
EQ:BE:PROXIMUS,,Proximus PLC,XBRU,EUR,15,BE,PROX.BR,,candidat screener yahoo 2026-08-21
EQ:FR:IMERYS,,Imerys S.A.,XPAR,EUR,55,FR,NK.PA,,candidat screener yahoo 2026-08-21
EQ:NL:TKHGROUP,,TKH Group N.V.,XAMS,EUR,10,NL,TWEKA.AS,,candidat screener yahoo 2026-08-21
EQ:DE:DERMAPHARMHOLDIN,,Dermapharm Holding SE,XETR,EUR,20,DE,DMP.DE,,candidat screener yahoo 2026-08-21
EQ:FI:VAISALA,,Vaisala Oyj,XHEL,EUR,10,FI,VAIAS.HE,,candidat screener yahoo 2026-08-21
EQ:AT:AMSOSRAM,,ams-OSRAM,XWBO,EUR,10,AT,AMS2.VI,,candidat screener yahoo 2026-08-21
EQ:DE:CECONOMY,,Ceconomy AG,XETR,EUR,40,DE,CEC.DE,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC2,,Caisse Régionale de Crédit Agricole Mutuel Brie Picardie Société coopérative,XPAR,EUR,30,FR,CRBP2.PA,,candidat screener yahoo 2026-08-21
EQ:FR:NANOBIOTIX,,Nanobiotix S.A.,XPAR,EUR,20,FR,NANO.PA,,candidat screener yahoo 2026-08-21
EQ:FR:ARGAN,,Argan SA,XPAR,EUR,35,FR,ARG.PA,,candidat screener yahoo 2026-08-21
EQ:BE:BEKAERT,,NV Bekaert SA,XBRU,EUR,50,BE,BEKB.BR,,candidat screener yahoo 2026-08-21
EQ:NL:SIGNIFY,,Signify N.V.,XAMS,EUR,50,NL,LIGHT.AS,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC3,,Caisse Régionale de Crédit Agricole Mutuel du Languedoc Société coopérative,XPAR,EUR,30,FR,CRLA.PA,,candidat screener yahoo 2026-08-21
EQ:BE:SOLVAC,,Solvac S.A.,XBRU,EUR,55,BE,SOLV.BR,,candidat screener yahoo 2026-08-21
EQ:FR:LOUISHACHETTEGRO,,Louis Hachette Group S.A.,XPAR,EUR,50,FR,ALHG.PA,,candidat screener yahoo 2026-08-21
EQ:FR:OPMOBILITY,,OPmobility SE,XPAR,EUR,40,FR,OPM.PA,,candidat screener yahoo 2026-08-21
EQ:ES:DIGISPAINTELECOM,,"DIGI SPAIN TELECOM, S.A.",XMAD,EUR,15,ES,DIGIS.MC,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC4,,Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative,XPAR,EUR,30,FR,CNDF.PA,,candidat screener yahoo 2026-08-21
EQ:ES:INMOCEMENTO,,"Inmocemento, S.A.",XMAD,EUR,50,ES,IMC.MC,,candidat screener yahoo 2026-08-21
EQ:ES:ARTECHELANTEGIEL,,"Arteche Lantegi Elkartea, S.A.",XMAD,EUR,10,ES,ART.MC,,candidat screener yahoo 2026-08-21
EQ:FR:PLANISWARE,,PLANISWARE,XPAR,EUR,10,FR,PLNW.PA,,candidat screener yahoo 2026-08-21
EQ:ES:GESTAMPAUTOMOCIO,,"Gestamp Automoción, S.A.",XMAD,EUR,40,ES,GEST.MC,,candidat screener yahoo 2026-08-21
EQ:FR:ROBERTET,,Robertet SA,XPAR,EUR,55,FR,RBT.PA,,candidat screener yahoo 2026-08-21
EQ:FR:FORVIA,,Forvia SE,XPAR,EUR,40,FR,FRVIA.PA,,candidat screener yahoo 2026-08-21
EQ:FR:VIVENDI,,Vivendi SE,XPAR,EUR,15,FR,VIV.PA,,candidat screener yahoo 2026-08-21
EQ:PT:SEMAPASOCIEDADEI,,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",XLIS,EUR,55,PT,SEM.LS,,candidat screener yahoo 2026-08-21
EQ:FR:STEF,,STEF SA,XPAR,EUR,50,FR,STF.PA,,candidat screener yahoo 2026-08-21
EQ:BE:FAGRON,,Fagron NV,XBRU,EUR,20,BE,FAGR.BR,,candidat screener yahoo 2026-08-21
EQ:DE:HAMBURGERHAFENUN,,Hamburger Hafen und Logistik Aktiengesellschaft,XETR,EUR,50,DE,HHFA.DE,,candidat screener yahoo 2026-08-21
EQ:LU:GRANDCITYPROPERT,,Grand City Properties S.A.,XWBO,EUR,35,LU,GYC.VI,,candidat screener yahoo 2026-08-21
EQ:BE:GIMV,,Gimv NV,XBRU,EUR,30,BE,GIMB.BR,,candidat screener yahoo 2026-08-21
EQ:DE:KSB,,KSB SE & Co. KGaA,XETR,EUR,50,DE,KSB.DE,,candidat screener yahoo 2026-08-21
EQ:DE:ALZCHEMGROUP,,AlzChem Group AG,XETR,EUR,55,DE,ACT.DE,,candidat screener yahoo 2026-08-21
EQ:ES:METROVACESA,,Metrovacesa S.A.,XMAD,EUR,35,ES,MVC.MC,,candidat screener yahoo 2026-08-21
EQ:FR:IPSOS,,Ipsos SA,XPAR,EUR,50,FR,IPS.PA,,candidat screener yahoo 2026-08-21
EQ:IE:PERMANENTTSBGROU,,Permanent TSB Group Holdings plc,XDUB,EUR,30,IE,PTSB.IR,,candidat screener yahoo 2026-08-21
EQ:BE:MONTEACOMM,,Montea Comm. VA,XBRU,EUR,35,BE,MONT.BR,,candidat screener yahoo 2026-08-21
EQ:FR:ANTININFRASTRUCT,,Antin Infrastructure Partners S.A.,XPAR,EUR,30,FR,ANTIN.PA,,candidat screener yahoo 2026-08-21
EQ:DE:DEUTZ,,DEUTZ Aktiengesellschaft,XETR,EUR,50,DE,DEZ.DE,,candidat screener yahoo 2026-08-21
EQ:IE:CAIRNHOMES,,Cairn Homes plc,XDUB,EUR,40,IE,C5H.IR,,candidat screener yahoo 2026-08-21
EQ:IT:TAMBURIINVESTMEN,,Tamburi Investment Partners S.p.A.,XMIL,EUR,30,IT,TIP.MI,,candidat screener yahoo 2026-08-21
EQ:AT:RHIMAGNESITA,,RHI Magnesita N.V.,XWBO,EUR,50,AT,RHIM.VI,,candidat screener yahoo 2026-08-21
EQ:AT:MAYRMELNHOFKARTO,,Mayr-Melnhof Karton AG,XWBO,EUR,40,AT,MMK.VI,,candidat screener yahoo 2026-08-21
EQ:ES:REALIABUSINESS,,"Realia Business, S.A.",XMAD,EUR,35,ES,RLIA.MC,,candidat screener yahoo 2026-08-21
EQ:DE:ATOSSSOFTWARE,,ATOSS Software SE,XETR,EUR,10,DE,AOF.DE,,candidat screener yahoo 2026-08-21
EQ:AT:PORR,,PORR AG,XWBO,EUR,50,AT,POS.VI,,candidat screener yahoo 2026-08-21
EQ:ES:NEINORHOMES,,"Neinor Homes, S.A.",XMAD,EUR,35,ES,HOME.MC,,candidat screener yahoo 2026-08-21
EQ:FI:SANOMA,,Sanoma Oyj,XHEL,EUR,45,FI,SANOMA.HE,,candidat screener yahoo 2026-08-21
EQ:ES:PROSEGURCOMPANIA,,"Prosegur Compañía de Seguridad, S.A.",XMAD,EUR,50,ES,PSG.MC,,candidat screener yahoo 2026-08-21
EQ:IT:SALVATOREFERRAGA,,Salvatore Ferragamo S.p.A.,XMIL,EUR,40,IT,SFER.MI,,candidat screener yahoo 2026-08-21
EQ:FR:METROPOLETELEVIS,,Métropole Télévision S.A.,XPAR,EUR,15,FR,MMT.PA,,candidat screener yahoo 2026-08-21
EQ:FI:METSABOARD,,Metsä Board Oyj,XHEL,EUR,40,FI,METSA.HE,,candidat screener yahoo 2026-08-21
EQ:BE:ORANGEBELGIUM,,Orange Belgium S.A.,XBRU,EUR,15,BE,OBEL.BR,,candidat screener yahoo 2026-08-21
EQ:BE:SPADEL,,Spadel SA,XBRU,EUR,45,BE,SPA.BR,,candidat screener yahoo 2026-08-21
EQ:NL:EUROCOMMERCIALPR,,Eurocommercial Properties N.V.,XAMS,EUR,35,NL,ECMPA.AS,,candidat screener yahoo 2026-08-21
EQ:FR:TF1,,TF1 SA,XPAR,EUR,15,FR,TFI.PA,,candidat screener yahoo 2026-08-21
EQ:IT:OVS,,OVS S.p.A.,XMIL,EUR,40,IT,OVS.MI,,candidat screener yahoo 2026-08-21
EQ:IT:AVIO,,Avio S.p.A.,XMIL,EUR,50,IT,AVIO.MI,,candidat screener yahoo 2026-08-21
EQ:DE:NURNBERGERBETEIL,,NÜRNBERGER Beteiligungs-AG,XETR,EUR,30,DE,NBG6.DE,,candidat screener yahoo 2026-08-21
EQ:DE:WACKERNEUSON,,Wacker Neuson SE,XETR,EUR,50,DE,WAC.DE,,candidat screener yahoo 2026-08-21
EQ:FR:CLARIANE,,Clariane SE,XPAR,EUR,20,FR,CLARI.PA,,candidat screener yahoo 2026-08-21
EQ:ES:LINEADIRECTAASEG,,"Línea Directa Aseguradora, S.A., Compañía de Seguros y Reaseguros",XMAD,EUR,30,ES,LDA.MC,,candidat screener yahoo 2026-08-21
EQ:BE:FLUXYSBELGIUM,,Fluxys Belgium SA,XBRU,EUR,60,BE,FLUX.BR,,candidat screener yahoo 2026-08-21
EQ:LU:BEFESA,,Befesa S.A.,XETR,EUR,50,LU,BFSA.DE,,candidat screener yahoo 2026-08-21
EQ:LU:TONIES,,tonies SE,XETR,EUR,40,LU,TNIE.DE,,candidat screener yahoo 2026-08-21
EQ:FR:ICADE,,Icade,XPAR,EUR,35,FR,ICAD.PA,,candidat screener yahoo 2026-08-21
EQ:ES:FAESFARMA,,"Faes Farma, S.A.",XMAD,EUR,20,ES,FAE.MC,,candidat screener yahoo 2026-08-21
EQ:ES:PHARMAMAR,,"Pharma Mar, S.A.",XMAD,EUR,20,ES,PHM.MC,,candidat screener yahoo 2026-08-21
EQ:DE:DEUTSCHEEUROSHOP,,Deutsche EuroShop AG,XETR,EUR,35,DE,DEQ.DE,,candidat screener yahoo 2026-08-21
EQ:FR:PEUGEOTINVESTSOC,,Peugeot Invest Société anonyme,XPAR,EUR,30,FR,PEUG.PA,,candidat screener yahoo 2026-08-21
EQ:FI:PUUILO,,Puuilo Oyj,XHEL,EUR,40,FI,PUUILO.HE,,candidat screener yahoo 2026-08-21
EQ:FR:DERICHEBOURG,,Derichebourg SA,XPAR,EUR,50,FR,DBG.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SUSSMICROTEC,,SUSS MicroTec SE,XETR,EUR,10,DE,SMHN.DE,,candidat screener yahoo 2026-08-21
EQ:ES:CASTELLANAPROPER,,"Castellana Properties Socimi, S.A.",XMAD,EUR,35,ES,YCPS.MC,,candidat screener yahoo 2026-08-21
EQ:DE:FRIEDRICHVORWERK,,Friedrich Vorwerk Group SE,XETR,EUR,50,DE,VH2.DE,,candidat screener yahoo 2026-08-21
EQ:FI:BITTIUM,,Bittium Oyj,XHEL,EUR,10,FI,BITTI.HE,,candidat screener yahoo 2026-08-21
EQ:IT:MOLTIPLYGROUP,,Moltiply Group S.p.A.,XMIL,EUR,30,IT,MOL.MI,,candidat screener yahoo 2026-08-21
EQ:FR:ERAMET,,ERAMET S.A.,XPAR,EUR,55,FR,ERA.PA,,candidat screener yahoo 2026-08-21
EQ:IT:SANLORENZO,,Sanlorenzo S.p.A.,XMIL,EUR,40,IT,SL.MI,,candidat screener yahoo 2026-08-21
EQ:IT:CEMBRE,,Cembre S.p.A.,XMIL,EUR,50,IT,CMB.MI,,candidat screener yahoo 2026-08-21
EQ:IT:SESA,,SeSa S.p.A.,XMIL,EUR,10,IT,SES.MI,,candidat screener yahoo 2026-08-21
EQ:IT:ARISTONHOLDING,,Ariston Holding N.V.,XMIL,EUR,50,IT,ARIS.MI,,candidat screener yahoo 2026-08-21
EQ:AT:KONTRON,,Kontron AG,XWBO,EUR,10,AT,KTN.VI,,candidat screener yahoo 2026-08-21
EQ:DE:WUSTENROTWURTTEM,,Wüstenrot & Württembergische AG,XETR,EUR,30,DE,WUW.DE,,candidat screener yahoo 2026-08-21
EQ:IT:BF,,B.F. S.p.A.,XMIL,EUR,45,IT,BFG.MI,,candidat screener yahoo 2026-08-21
EQ:IT:INDUSTRIENORA,,Industrie De Nora S.p.A.,XMIL,EUR,50,IT,DNR.MI,,candidat screener yahoo 2026-08-21
EQ:IT:COMERINDUSTRIES,,Comer Industries S.p.A.,XMIL,EUR,50,IT,COM.MI,,candidat screener yahoo 2026-08-21
EQ:DE:PFISTERERHOLDING,,PFISTERER Holding SE,XETR,EUR,10,DE,PFSE.DE,,candidat screener yahoo 2026-08-21
EQ:DE:HORNBACHHOLDING,,HORNBACH Holding AG & Co. KGaA,XETR,EUR,40,DE,HBH.DE,,candidat screener yahoo 2026-08-21
EQ:BE:XIORSTUDENTHOUSI,,Xior Student Housing NV,XBRU,EUR,35,BE,XIOR.BR,,candidat screener yahoo 2026-08-21
EQ:IT:INTERCOS,,Intercos S.p.A.,XMIL,EUR,45,IT,ICOS.MI,,candidat screener yahoo 2026-08-21
EQ:IT:RAIWAY,,Rai Way S.p.A.,XMIL,EUR,50,IT,RWAY.MI,,candidat screener yahoo 2026-08-21
EQ:IT:LUVE,,LU-VE S.p.A.,XMIL,EUR,50,IT,LUVE.MI,,candidat screener yahoo 2026-08-21
EQ:IE:GLENVEAGHPROPERT,,Glenveagh Properties PLC,XDUB,EUR,40,IE,GVR.IR,,candidat screener yahoo 2026-08-21
EQ:BE:TESSENDERLOGROUP,,Tessenderlo Group NV,XBRU,EUR,55,BE,TESB.BR,,candidat screener yahoo 2026-08-21
EQ:NL:FLOWTRADERS,,Flow Traders Ltd.,XAMS,EUR,30,NL,FLOW.AS,,candidat screener yahoo 2026-08-21
EQ:IT:ELEN,,EL.En. S.p.A.,XMIL,EUR,20,IT,ELN.MI,,candidat screener yahoo 2026-08-21
EQ:FR:RAMSAYGENERALESA,,Ramsay Générale de Santé SA,XPAR,EUR,20,FR,GDS.PA,,candidat screener yahoo 2026-08-21
EQ:IT:CALTAGIRONE,,Caltagirone SpA,XMIL,EUR,55,IT,CALT.MI,,candidat screener yahoo 2026-08-21
EQ:FR:ELECTRICITESTRAS,,Électricite de Strasbourg Société Anonyme,XPAR,EUR,65,FR,ELEC.PA,,candidat screener yahoo 2026-08-21
EQ:DE:ADTRANNETWORKS,,Adtran Networks SE,XETR,EUR,10,DE,ADV.DE,,candidat screener yahoo 2026-08-21
EQ:DE:DURR,,Dürr Aktiengesellschaft,XETR,EUR,50,DE,DUE.DE,,candidat screener yahoo 2026-08-21
EQ:ES:GMPPROPERTYSOCIM,,"GMP Property SOCIMI, S.A.",XMAD,EUR,35,ES,YGMP.MC,,candidat screener yahoo 2026-08-21
EQ:BE:KINEPOLISGROUP,,Kinepolis Group NV,XBRU,EUR,15,BE,KIN.BR,,candidat screener yahoo 2026-08-21
EQ:FR:VIELCIESOCIETE,,"VIEL & Cie, société anonyme",XPAR,EUR,30,FR,VIL.PA,,candidat screener yahoo 2026-08-21
EQ:DE:SECUNETSECURITYN,,secunet Security Networks Aktiengesellschaft,XETR,EUR,10,DE,YSN.DE,,candidat screener yahoo 2026-08-21
EQ:FI:ALMAMEDIA,,Alma Media Oyj,XHEL,EUR,15,FI,ALMA.HE,,candidat screener yahoo 2026-08-21
EQ:ES:ATRESMEDIACORPOR,,"Atresmedia Corporación de Medios de Comunicación, S.A.",XMAD,EUR,15,ES,A3M.MC,,candidat screener yahoo 2026-08-21
EQ:BG:SHELLYGROUP,,Shelly Group SE,XETR,EUR,50,BG,SLYG.DE,,candidat screener yahoo 2026-08-21
EQ:NL:CORBION,,Corbion N.V.,XAMS,EUR,55,NL,CRBN.AS,,candidat screener yahoo 2026-08-21
EQ:AT:PALFINGER,,Palfinger AG,XWBO,EUR,50,AT,PAL.VI,,candidat screener yahoo 2026-08-21
EQ:FR:FREY,,Frey SA,XPAR,EUR,35,FR,FREY.PA,,candidat screener yahoo 2026-08-21
EQ:FI:FISKARS,,Fiskars Oyj Abp,XHEL,EUR,40,FI,FSKRS.HE,,candidat screener yahoo 2026-08-21
EQ:DE:VOSSLOH,,Vossloh AG,XETR,EUR,50,DE,VOS.DE,,candidat screener yahoo 2026-08-21
EQ:IT:ITALMOBILIARE,,Italmobiliare S.p.A.,XMIL,EUR,45,IT,ITM.MI,,candidat screener yahoo 2026-08-21
EQ:IT:GENSAUREA,,GENS AUREA,XMIL,EUR,40,IT,OROX.MI,,candidat screener yahoo 2026-08-21
EQ:IE:UNIPHAR,,Uniphar plc,XDUB,EUR,20,IE,UPR.IR,,candidat screener yahoo 2026-08-21
EQ:DE:TEAMVIEWER,,TEAMVIEWER,XETR,EUR,10,DE,TMV.DE,,candidat screener yahoo 2026-08-21
EQ:FR:MERCIALYS,,Mercialys SA,XPAR,EUR,35,FR,MERY.PA,,candidat screener yahoo 2026-08-21
EQ:DE:CHAPTERSGROUP,,CHAPTERS Group AG,XETR,EUR,10,DE,CHG.DE,,candidat screener yahoo 2026-08-21
EQ:AT:BAJAJMOBILITY,,Bajaj Mobility AG,XWBO,EUR,40,AT,BMAG.VI,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC5,,Caisse Régionale de Crédit Agricole Mutuel Sud Rhône Alpes,XPAR,EUR,30,FR,CRSU.PA,,candidat screener yahoo 2026-08-21
EQ:IT:ALERIONCLEANPOWE,,Alerion Clean Power S.p.A.,XMIL,EUR,65,IT,ARN.MI,,candidat screener yahoo 2026-08-21
EQ:IT:FERRETTI,,Ferretti S.p.A.,XMIL,EUR,40,IT,YACHT.MI,,candidat screener yahoo 2026-08-21
EQ:IE:IRISHCONTINENTAL,,Irish Continental Group plc,XDUB,EUR,50,IE,IR5B.IR,,candidat screener yahoo 2026-08-21
EQ:DE:SAFHOLLAND,,SAF-Holland SE,XETR,EUR,40,DE,SFQ.DE,,candidat screener yahoo 2026-08-21
EQ:FR:COMPAGNIEDESALPE,,Compagnie des Alpes SA,XPAR,EUR,40,FR,CDA.PA,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC6,,Caisse régionale de Crédit Agricole Mutuel Atlantique Vendée,XPAR,EUR,30,FR,CRAV.PA,,candidat screener yahoo 2026-08-21
EQ:FR:ALTAREITSCA,,Altareit SCA,XPAR,EUR,35,FR,AREIT.PA,,candidat screener yahoo 2026-08-21
EQ:DE:ENERGY,,2G Energy AG,XETR,EUR,50,DE,2GB.DE,,candidat screener yahoo 2026-08-21
EQ:FR:FNACDARTY,,Fnac Darty SA,XPAR,EUR,40,FR,FNAC.PA,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC7,,Caisse Régionale de Crédit Agricole Mutuel Alpes Provence Société coopérative,XPAR,EUR,30,FR,CRAP.PA,,candidat screener yahoo 2026-08-21
EQ:NL:FUGRO,,Fugro N.V.,XAMS,EUR,60,NL,FUR.AS,,candidat screener yahoo 2026-08-21
EQ:DE:THYSSENKRUPPNUCE,,thyssenkrupp nucera AG & Co. KGaA,XETR,EUR,50,DE,NCH2.DE,,candidat screener yahoo 2026-08-21
EQ:ES:COXINFRASTRUCTUR,,"Cox Infrastructure Group, S.A.",XMAD,EUR,65,ES,COXG.MC,,candidat screener yahoo 2026-08-21
EQ:BE:RETAILESTATES,,Retail Estates N.V.,XBRU,EUR,35,BE,RET.BR,,candidat screener yahoo 2026-08-21
EQ:AT:AMAGAUSTRIAMETAL,,AMAG Austria Metall AG,XWBO,EUR,55,AT,AMAG.VI,,candidat screener yahoo 2026-08-21
EQ:AT:BKSBANK,,BKS Bank AG,XWBO,EUR,30,AT,BKS.VI,,candidat screener yahoo 2026-08-21
EQ:DE:JOSTWERKE,,JOST Werke SE,XETR,EUR,40,DE,JST.DE,,candidat screener yahoo 2026-08-21
EQ:DE:RHONKLINIKUM,,RHÖN-KLINIKUM Aktiengesellschaft,XETR,EUR,20,DE,RHK.DE,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC8,,Caisse Régionale de Crédit Agricole Mutuel de Normandie-Seine Société coopérative,XPAR,EUR,30,FR,CCN.PA,,candidat screener yahoo 2026-08-21
EQ:FI:TERVEYSTALO,,Terveystalo Oyj,XHEL,EUR,20,FI,TTALO.HE,,candidat screener yahoo 2026-08-21
EQ:FR:NORTHATLANTICENE,,North Atlantic Energies,XPAR,EUR,60,FR,NAE.PA,,candidat screener yahoo 2026-08-21
EQ:DE:MLP,,MLP SE,XETR,EUR,30,DE,MLP.DE,,candidat screener yahoo 2026-08-21
EQ:PT:ALTRISGPS,,"Altri, SGPS, S.A.",XLIS,EUR,55,PT,ALTR.LS,,candidat screener yahoo 2026-08-21
EQ:DE:NAGARRO,,Nagarro SE,XETR,EUR,10,DE,NA9.DE,,candidat screener yahoo 2026-08-21
EQ:DE:MBB,,MBB SE,XETR,EUR,50,DE,MBB.DE,,candidat screener yahoo 2026-08-21
EQ:ES:AEDASHOMES,,"Aedas Homes, S.A.",XMAD,EUR,35,ES,AEDAS.MC,,candidat screener yahoo 2026-08-21
EQ:ES:PROSEGURCASH,,"Prosegur Cash, S.A.",XMAD,EUR,50,ES,CASH.MC,,candidat screener yahoo 2026-08-21
EQ:AT:FREQUENTIS,,Frequentis AG,XWBO,EUR,10,AT,FQT.VI,,candidat screener yahoo 2026-08-21
EQ:DE:GERRESHEIMER,,Gerresheimer AG,XETR,EUR,20,DE,GXI.DE,,candidat screener yahoo 2026-08-21
EQ:IT:PHILOGEN,,Philogen S.p.A.,XMIL,EUR,20,IT,PHIL.MI,,candidat screener yahoo 2026-08-21
EQ:ES:CLINICABAVIERA,,"Clínica Baviera, S.A.",XMAD,EUR,20,ES,CBAV.MC,,candidat screener yahoo 2026-08-21
EQ:FI:FINNAIR,,Finnair Oyj,XHEL,EUR,50,FI,FIA1S.HE,,candidat screener yahoo 2026-08-21
EQ:FR:INVENTIVA,,Inventiva S.A.,XPAR,EUR,20,FR,IVA.PA,,candidat screener yahoo 2026-08-21
EQ:IT:ICOPSOCIETABENEF,,I.CO.P. S.p.A. Società Benefit,XMIL,EUR,50,IT,ICOP.MI,,candidat screener yahoo 2026-08-21
EQ:BE:ENERGYVISION,,ENERGYVISION,XBRU,EUR,65,BE,ENRGY.BR,,candidat screener yahoo 2026-08-21
EQ:DE:ZEALNETWORK,,ZEAL Network SE,XETR,EUR,40,DE,TIMA.DE,,candidat screener yahoo 2026-08-21
EQ:IT:BANCAIFIS,,Banca IFIS S.p.A.,XMIL,EUR,30,IT,IF.MI,,candidat screener yahoo 2026-08-21
EQ:FR:MERSEN,,Mersen S.A.,XPAR,EUR,50,FR,MRN.PA,,candidat screener yahoo 2026-08-21
EQ:DE:INDUSHOLDING,,INDUS Holding AG,XETR,EUR,50,DE,INH.DE,,candidat screener yahoo 2026-08-21
EQ:FR:NEURONES,,Neurones S.A.,XPAR,EUR,10,FR,NRO.PA,,candidat screener yahoo 2026-08-21
EQ:PT:CORTICEIRAAMORIM,,"Corticeira Amorim, S.G.P.S., S.A.",XLIS,EUR,55,PT,COR.LS,,candidat screener yahoo 2026-08-21
EQ:PT:SONAECOMSGPS,,"Sonaecom, SGPS, S.A.",XLIS,EUR,15,PT,SNC.LS,,candidat screener yahoo 2026-08-21
EQ:FI:AKTIAPANKKI,,Aktia Pankki Oyj,XHEL,EUR,30,FI,AKTIA.HE,,candidat screener yahoo 2026-08-21
EQ:FI:GRKINFRA,,GRK Infra Oyj,XHEL,EUR,50,FI,GRK.HE,,candidat screener yahoo 2026-08-21
EQ:FI:GROUP,,Qt Group Oyj,XHEL,EUR,10,FI,QTCOM.HE,,candidat screener yahoo 2026-08-21
EQ:IT:GVS,,GVS S.p.A.,XMIL,EUR,50,IT,GVS.MI,,candidat screener yahoo 2026-08-21
EQ:FR:MEDINCELL,,MedinCell S.A.,XPAR,EUR,20,FR,MEDCL.PA,,candidat screener yahoo 2026-08-21
EQ:DE:PROSIEBENSAT1MED,,ProSiebenSat.1 Media SE,XETR,EUR,15,DE,PSM.DE,,candidat screener yahoo 2026-08-21
EQ:NL:WERELDHAVE,,Wereldhave N.V.,XAMS,EUR,35,NL,WHA.AS,,candidat screener yahoo 2026-08-21
EQ:DE:DOUGLAS,,Douglas AG,XETR,EUR,40,DE,DOU.DE,,candidat screener yahoo 2026-08-21
EQ:FR:PIERREVACANCES,,Pierre et Vacances SA,XPAR,EUR,40,FR,VAC.PA,,candidat screener yahoo 2026-08-21
EQ:AT:ASTAENERGYSOLUTI,,ASTA Energy Solutions AG,XWBO,EUR,50,AT,1AST.VI,,candidat screener yahoo 2026-08-21
EQ:FR:CAISSEREGIONALEC9,,Caisse Régionale de Crédit Agricole Mutuel de la Touraine et du Poitou Société Coopérative,XPAR,EUR,30,FR,CRTO.PA,,candidat screener yahoo 2026-08-21
EQ:FR:VOLTALIA,,Voltalia SA,XPAR,EUR,65,FR,VLTSA.PA,,candidat screener yahoo 2026-08-21
EQ:FR:EVENTS,,GL Events SA,XPAR,EUR,50,FR,GLO.PA,,candidat screener yahoo 2026-08-21
EQ:IT:JUVENTUSFOOTBALL,,Juventus Football Club S.p.A.,XMIL,EUR,15,IT,JUVE.MI,,candidat screener yahoo 2026-08-21
EQ:DE:INNOSCRIPTA,,innoscripta SE,XETR,EUR,10,DE,1INN.DE,,candidat screener yahoo 2026-08-21
EQ:PT:CTTCORREIOSPORTU,,"CTT - Correios De Portugal, S.A.",XLIS,EUR,50,PT,CTT.LS,,candidat screener yahoo 2026-08-21
EQ:FR:LECTRA,,Lectra SA,XPAR,EUR,10,FR,LSS.PA,,candidat screener yahoo 2026-08-21
