internal_code,isin,name,exchange_code,currency,sector_code,country_iso2,yfinance_symbol,stooq_symbol,notes,n_obs,first,last,years,last_close,reported_currency,reported_name,name_ratio,error,status,reasons
EQ:IT:CREDITOEMILIANO,,Credito Emiliano S.p.A.,XMIL,EUR,30,IT,CE.MI,,candidat screener yahoo 2026-08-21,1640,1995-03-20,2026-08-17,31.4,20.4,EUR,Credito Emiliano S.p.A.,1.0,,avertissement,isin_absent
EQ:ES:CORPORACIONACCIO,,"Corporación Acciona Energías Renovables, S.A.",XMAD,EUR,65,ES,ANE.MC,,candidat screener yahoo 2026-08-21,269,2021-06-28,2026-08-17,5.1,21.18,EUR,"Corporación Acciona Energías Renovables, S.A.",1.0,,avertissement,isin_absent|historique_5.1a
EQ:NL:RANDSTAD,,Randstad N.V.,XAMS,EUR,50,NL,RAND.AS,,candidat screener yahoo 2026-08-21,1633,1995-05-08,2026-08-17,31.3,39.24,EUR,Randstad N.V.,1.0,,avertissement,isin_absent
EQ:DK:NKT,,NKT A/S,XWBO,EUR,50,DK,NKT.VI,,candidat screener yahoo 2026-08-21,21,2026-03-30,2026-08-17,0.4,127.7,EUR,NKT A/S,1.0,,rejete,historique_tronque_provider(21pts)|isin_absent
EQ:ES:GRIFOLS,,"Grifols, S.A.",XMAD,EUR,20,ES,GRF.MC,,candidat screener yahoo 2026-08-21,1058,2006-05-15,2026-08-17,20.3,9.966,EUR,"Grifols, S.A.",1.0,,avertissement,isin_absent
EQ:FR:EDENRED,,Edenred SE,XPAR,EUR,30,FR,EDEN.PA,,candidat screener yahoo 2026-08-21,843,2010-06-28,2026-08-17,16.1,29.08,EUR,Edenred SE,1.0,,avertissement,isin_absent
EQ:LU:CPIPROPERTYGROUP,,CPI Property Group,XETR,EUR,35,LU,O5G.DE,,candidat screener yahoo 2026-08-21,1057,2006-05-22,2026-08-17,20.2,0.735,EUR,CPI Property Group,1.0,,avertissement,isin_absent
EQ:FR:COMPAGNIECAMBODG,,Compagnie du Cambodge,XPAR,EUR,30,FR,CBDG.PA,,candidat screener yahoo 2026-08-21,1330,2001-02-26,2026-08-17,25.5,106.0,EUR,Compagnie du Cambodge,1.0,,avertissement,isin_absent
EQ:FR:NEXANS,,Nexans S.A.,XPAR,EUR,50,FR,NEX.PA,,candidat screener yahoo 2026-08-21,1315,2001-06-11,2026-08-17,25.2,143.1,EUR,Nexans S.A.,1.0,,avertissement,isin_absent
EQ:IT:DELONGHI,,De'Longhi S.p.A.,XMIL,EUR,40,IT,DLG.MI,,candidat screener yahoo 2026-08-21,1309,2001-07-23,2026-08-17,25.1,40.3,EUR,De'Longhi S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:SCOR,,SCOR SE,XPAR,EUR,30,FR,SCR.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,33.38,EUR,SCOR SE,1.0,,avertissement,isin_absent
EQ:IT:BRUNELLOCUCINELL,,Brunello Cucinelli S.p.A.,XMIL,EUR,40,IT,BC.MI,,candidat screener yahoo 2026-08-21,748,2012-04-23,2026-08-17,14.3,87.4,EUR,Brunello Cucinelli S.p.A.,1.0,,avertissement,isin_absent|historique_14.3a
EQ:AT:OBERBANK,,Oberbank AG,XWBO,EUR,30,AT,OBS.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,83.2,EUR,Oberbank AG,1.0,,avertissement,isin_absent
EQ:DE:FRAPORT,,Fraport AG,XETR,EUR,50,DE,FRA.DE,,candidat screener yahoo 2026-08-21,1315,2001-06-11,2026-08-17,25.2,63.0,EUR,Fraport AG,1.0,,avertissement,isin_absent
EQ:DE:TKMS,,TKMS AG & Co KGaA,XETR,EUR,50,DE,TKMS.DE,,candidat screener yahoo 2026-08-21,44,2025-10-20,2026-08-17,0.8,91.2,EUR,TKMS AG & Co KGaA,1.0,,rejete,historique_tronque_provider(44pts)|isin_absent
EQ:FI:ELISA,,Elisa Oyj,XHEL,EUR,15,FI,ELISA.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,36.1,EUR,Elisa Oyj,1.0,,avertissement,isin_absent
EQ:IT:HERA,,Hera S.p.A.,XMIL,EUR,65,IT,HER.MI,,candidat screener yahoo 2026-08-21,1222,2003-03-24,2026-08-17,23.4,3.886,EUR,Hera S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:COVIVIO,,Covivio,XPAR,EUR,35,FR,COV.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,51.6,EUR,Covivio,1.0,,avertissement,isin_absent
EQ:BE:AEDIFICANVSA,,Aedifica NV/SA,XBRU,EUR,35,BE,AED.BR,,candidat screener yahoo 2026-08-21,1035,2006-10-23,2026-08-17,19.8,68.15,EUR,Aedifica NV/SA,1.0,,avertissement,isin_absent
EQ:AT:UNIQAINSURANCE,,UNIQA Insurance,XWBO,EUR,30,AT,UQA.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,17.52,EUR,UNIQA Insurance Group AG,1.0,,avertissement,isin_absent
EQ:DK:ROCKWOOL,,Rockwool A/S,XWBO,EUR,50,DK,ROCK.VI,,candidat screener yahoo 2026-08-21,21,2026-03-30,2026-08-17,0.4,27.48,EUR,Rockwool A/S,1.0,,rejete,historique_tronque_provider(21pts)|isin_absent
EQ:IT:LOTTOMATICAGROUP,,Lottomatica Group S.p.A.,XMIL,EUR,40,IT,LTMC.MI,,candidat screener yahoo 2026-08-21,173,2023-05-01,2026-08-17,3.3,24.36,EUR,Lottomatica Group S.p.A.,1.0,,avertissement,isin_absent|historique_3.3a
EQ:NL:IMCD,,IMCD N.V.,XAMS,EUR,55,NL,IMCD.AS,,candidat screener yahoo 2026-08-21,635,2014-06-23,2026-08-17,12.2,95.62,EUR,IMCD N.V.,1.0,,avertissement,isin_absent|historique_12.2a
EQ:NL:NEPIROCKCASTLE,,NEPI Rockcastle N.V.,XAMS,EUR,35,NL,NRP.AS,,candidat screener yahoo 2026-08-21,475,2017-07-17,2026-08-17,9.1,7.97,EUR,NEPI Rockcastle N.V.,1.0,,avertissement,isin_absent|historique_9.1a
EQ:BE:UMICORE,,Umicore SA,XBRU,EUR,50,BE,UMI.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,23.1,EUR,Umicore SA,1.0,,avertissement,isin_absent
EQ:DE:CTSEVENTIM,,CTS Eventim AG & Co. KGaA,XETR,EUR,15,DE,EVD.DE,,candidat screener yahoo 2026-08-21,1386,2000-01-31,2026-08-17,26.5,57.6,EUR,CTS Eventim AG & Co. KGaA,1.0,,avertissement,isin_absent
EQ:FR:COMPAGNIELODET,,Compagnie de l'Odet,XPAR,EUR,15,FR,ODET.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,1314.0,EUR,Compagnie de l'Odet,1.0,,avertissement,isin_absent
EQ:AT:AUSTRIATECHNOLOG,,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,XWBO,EUR,10,AT,ATS.VI,,candidat screener yahoo 2026-08-21,982,2007-10-29,2026-08-17,18.8,140.2,EUR,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:DE:ZALANDO,,Zalando SE,XETR,EUR,40,DE,ZAL.DE,,candidat screener yahoo 2026-08-21,621,2014-09-29,2026-08-17,11.9,22.62,EUR,Zalando SE,1.0,,avertissement,isin_absent|historique_11.9a
EQ:IT:INFRASTRUTTUREWI,,Infrastrutture Wireless Italiane S.p.A.,XMIL,EUR,35,IT,INW.MI,,candidat screener yahoo 2026-08-21,583,2015-06-22,2026-08-17,11.2,6.12,EUR,Infrastrutture Wireless Italiane S.p.A.,1.0,,avertissement,isin_absent|historique_11.2a
EQ:NL:KONINKLIJKEVOPAK,,Koninklijke Vopak N.V.,XAMS,EUR,60,NL,VPK.AS,,candidat screener yahoo 2026-08-21,1399,1999-11-01,2026-08-17,26.8,47.6,EUR,Koninklijke Vopak N.V.,1.0,,avertissement,isin_absent
EQ:IT:AZIMUTHOLDING,,Azimut Holding S.p.A.,XMIL,EUR,30,IT,AZM.MI,,candidat screener yahoo 2026-08-21,1155,2004-07-05,2026-08-17,22.1,38.19,EUR,Azimut Holding S.p.A.,1.0,,avertissement,isin_absent
EQ:DE:KIONGROUP,,KION GROUP,XETR,EUR,50,DE,KGX.DE,,candidat screener yahoo 2026-08-21,685,2013-07-08,2026-08-17,13.1,40.42,EUR,KION GROUP AG,1.0,,avertissement,isin_absent|historique_13.1a
EQ:DE:FUCHS,,FUCHS SE,XETR,EUR,55,DE,FPE3.DE,,candidat screener yahoo 2026-08-21,1432,1999-03-15,2026-08-17,27.4,39.78,EUR,Fuchs SE,1.0,,avertissement,isin_absent
EQ:FR:GECINA,,Gecina,XPAR,EUR,35,FR,GFC.PA,,candidat screener yahoo 2026-08-21,1781,1992-07-06,2026-08-17,34.1,72.5,EUR,Gecina,1.0,,avertissement,isin_absent
EQ:DE:SCOUT24,,Scout24 SE,XETR,EUR,15,DE,G24.DE,,candidat screener yahoo 2026-08-21,569,2015-09-28,2026-08-17,10.9,76.0,EUR,Scout24 SE,1.0,,avertissement,isin_absent|historique_10.9a
EQ:FR:ELIS,,Elis SA,XPAR,EUR,50,FR,ELIS.PA,,candidat screener yahoo 2026-08-21,602,2015-02-09,2026-08-17,11.5,24.34,EUR,Elis SA,1.0,,avertissement,isin_absent|historique_11.5a
EQ:FR:TECHNIPENERGIES,,Technip Energies N.V.,XPAR,EUR,60,FR,TE.PA,,candidat screener yahoo 2026-08-21,288,2021-02-15,2026-08-17,5.5,29.84,EUR,Technip Energies N.V.,1.0,,avertissement,isin_absent|historique_5.5a
EQ:BE:WAREHOUSESPAUW,,Warehouses De Pauw SA,XBRU,EUR,35,BE,WDP.BR,,candidat screener yahoo 2026-08-21,1298,2001-10-08,2026-08-17,24.9,21.32,EUR,Warehouses De Pauw SA,1.0,,avertissement,isin_absent
EQ:FI:VALMET,,Valmet Oyj,XHEL,EUR,50,FI,VALMT.HE,,candidat screener yahoo 2026-08-21,660,2014-01-01,2026-08-19,12.6,27.76,EUR,Valmet Oyj,1.0,,avertissement,isin_absent|historique_12.6a
EQ:FR:JCDECAUX,,JCDecaux SE,XPAR,EUR,15,FR,DEC.PA,,candidat screener yahoo 2026-08-21,1314,2001-06-18,2026-08-17,25.2,23.52,EUR,JCDecaux SE,1.0,,avertissement,isin_absent
EQ:ES:LOGISTAINTEGRAL,,Logista Integral,XMAD,EUR,50,ES,LOG.MC,,candidat screener yahoo 2026-08-21,632,2014-07-14,2026-08-17,12.1,36.52,EUR,"Logista Integral, S.A.",1.0,,avertissement,isin_absent|historique_12.1a
EQ:IT:NEXI,,Nexi S.p.A.,XMIL,EUR,10,IT,NEXI.MI,,candidat screener yahoo 2026-08-21,384,2019-04-15,2026-08-17,7.3,4.127,EUR,Nexi S.p.A.,1.0,,avertissement,isin_absent|historique_7.3a
EQ:IT:SOL,,SOL S.p.A.,XMIL,EUR,55,IT,SOL.MI,,candidat screener yahoo 2026-08-21,1467,1998-07-13,2026-08-17,28.1,52.9,EUR,SOL S.p.A.,1.0,,avertissement,isin_absent
EQ:DE:RENKGROUP,,RENK GROUP AG,XETR,EUR,50,DE,R3NK.DE,,candidat screener yahoo 2026-08-21,133,2024-02-05,2026-08-17,2.5,47.61,EUR,RENK Group AG,1.0,,avertissement,isin_absent|historique_2.5a
EQ:BE:CENERGYHOLDINGS,,Cenergy Holdings SA,XBRU,EUR,50,BE,CENER.BR,,candidat screener yahoo 2026-08-21,505,2016-12-19,2026-08-17,9.7,22.36,EUR,Cenergy Holdings SA,1.0,,avertissement,isin_absent|historique_9.7a
EQ:LU:RTLGROUP,,RTL Group S.A.,XETR,EUR,15,LU,RRTL.DE,,candidat screener yahoo 2026-08-21,982,2007-10-29,2026-08-17,18.8,31.35,EUR,RTL Group S.A.,1.0,,avertissement,isin_absent
EQ:DE:OHB,,OHB SE,XETR,EUR,50,DE,OHB.DE,,candidat screener yahoo 2026-08-21,1328,2001-03-12,2026-08-17,25.4,226.0,EUR,OHB SE,1.0,,avertissement,isin_absent
EQ:IT:DANIELIOFFICINEM,,Danieli & C. Officine Meccaniche S.p.A.,XMIL,EUR,50,IT,DAN.MI,,candidat screener yahoo 2026-08-21,1640,1995-03-20,2026-08-17,31.4,64.5,EUR,Danieli & C. Officine Meccaniche S.p.A.,1.0,,avertissement,isin_absent
EQ:DE:AUTO1GROUP,,AUTO1 Group SE,XETR,EUR,40,DE,AG1.DE,,candidat screener yahoo 2026-08-21,290,2021-02-01,2026-08-17,5.5,21.04,EUR,AUTO1 Group SE,1.0,,avertissement,isin_absent|historique_5.5a
EQ:BE:COLRUYTGROUP,,Colruyt Group N.V.,XBRU,EUR,45,BE,COLR.BR,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,38.54,EUR,Colruyt Group N.V.,1.0,,avertissement,isin_absent
EQ:SI:NOVALJUBLJANSKAB,,Nova Ljubljanska Banka d.d.,XWBO,EUR,30,SI,NLBR.VI,,candidat screener yahoo 2026-08-21,24,2026-03-09,2026-08-17,0.4,228.0,EUR,Nova Ljubljanska Banka d.d.,1.0,,rejete,historique_tronque_provider(24pts)|isin_absent
EQ:NL:AALBERTS,,Aalberts N.V.,XAMS,EUR,50,NL,AALB.AS,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,42.8,EUR,Aalberts N.V.,1.0,,avertissement,isin_absent
EQ:DE:IONOSGROUP,,IONOS Group SE,XETR,EUR,10,DE,IOS.DE,,candidat screener yahoo 2026-08-21,185,2023-02-06,2026-08-17,3.5,33.72,EUR,IONOS Group SE,1.0,,avertissement,isin_absent|historique_3.5a
EQ:BE:VIOHALCO,,Viohalco S.A.,XBRU,EUR,50,BE,VIO.BR,,candidat screener yahoo 2026-08-21,666,2013-11-18,2026-08-17,12.7,17.42,EUR,Viohalco S.A.,1.0,,avertissement,isin_absent|historique_12.7a
EQ:IT:ACEA,,ACEA S.p.A.,XMIL,EUR,65,IT,ACE.MI,,candidat screener yahoo 2026-08-21,1415,1999-07-12,2026-08-17,27.1,21.1,EUR,ACEA S.p.A.,1.0,,avertissement,isin_absent
EQ:IT:FINCANTIERI,,Fincantieri S.p.A.,XMIL,EUR,50,IT,FCT.MI,,candidat screener yahoo 2026-08-21,634,2014-06-30,2026-08-17,12.1,12.455,EUR,Fincantieri S.p.A.,1.0,,avertissement,isin_absent|historique_12.1a
EQ:ES:ACERINOX,,Acerinox,XMAD,EUR,55,ES,ACX.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,17.21,EUR,"Acerinox, S.A.",1.0,,avertissement,isin_absent
EQ:AT:FLUGHAFENWIEN,,Flughafen Wien Aktiengesellschaft,XWBO,EUR,50,AT,FLU.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,52.0,EUR,Flughafen Wien Aktiengesellschaft,1.0,,avertissement,isin_absent
EQ:ES:ENAGAS,,"Enagás, S.A.",XMAD,EUR,65,ES,ENG.MC,,candidat screener yahoo 2026-08-21,1261,2002-06-24,2026-08-17,24.1,16.9,EUR,"Enagás, S.A.",1.0,,avertissement,isin_absent
EQ:LU:REINETINVESTMENT,,Reinet Investments S.C.A.,XAMS,EUR,30,LU,REINA.AS,,candidat screener yahoo 2026-08-21,458,2017-11-13,2026-08-17,8.8,23.46,EUR,Reinet Investments S.C.A.,1.0,,avertissement,isin_absent|historique_8.8a
EQ:IT:REPLY,,Reply S.p.A.,XMIL,EUR,10,IT,REY.MI,,candidat screener yahoo 2026-08-21,1342,2000-12-04,2026-08-17,25.7,120.7,EUR,Reply S.p.A.,1.0,,avertissement,isin_absent
EQ:BE:DEMEGROUP,,DEME Group NV,XBRU,EUR,50,BE,DEME.BR,,candidat screener yahoo 2026-08-21,217,2022-06-27,2026-08-17,4.1,170.2,EUR,DEME Group NV,1.0,,avertissement,isin_absent|historique_4.1a
EQ:DE:AIXTRON,,AIXTRON SE,XETR,EUR,10,DE,AIXA.DE,,candidat screener yahoo 2026-08-21,1502,1997-11-10,2026-08-17,28.8,37.86,EUR,AIXTRON SE,1.0,,avertissement,isin_absent
EQ:DE:UNITEDINTERNET,,UNITED INTERNET,XETR,EUR,15,DE,UTDI.DE,,candidat screener yahoo 2026-08-21,1389,2000-01-10,2026-08-17,26.6,24.54,EUR,United Internet AG,1.0,,avertissement,isin_absent
EQ:FR:TELEPERFORMANCE,,Teleperformance SE,XPAR,EUR,50,FR,TEP.PA,,candidat screener yahoo 2026-08-21,1786,1992-06-01,2026-08-17,34.2,70.02,EUR,Teleperformance SE,1.0,,avertissement,isin_absent
EQ:FI:IQMQUANTUMCOMPUT,,IQM Quantum Computers Oyj,XHEL,EUR,10,FI,IQMX.HE,,candidat screener yahoo 2026-08-21,8,2026-06-29,2026-08-17,0.1,8.81,EUR,IQM Quantum Computers Oyj,1.0,,rejete,historique_tronque_provider(8pts)|isin_absent
EQ:FR:FDJUNITED,,FDJ United,XPAR,EUR,40,FR,FDJU.PA,,candidat screener yahoo 2026-08-21,353,2019-11-18,2026-08-17,6.7,22.12,EUR,FDJ UNITED,1.0,,avertissement,isin_absent|historique_6.7a
EQ:DE:SPRINGERNATURE,,Springer Nature AG & Co. KGaA,XETR,EUR,15,DE,SPG.DE,,candidat screener yahoo 2026-08-21,99,2024-09-30,2026-08-17,1.9,20.25,EUR,Springer Nature AG & Co. KGaA,1.0,,avertissement,isin_absent|historique_1.9a
EQ:FI:HIAB,,Hiab Oyj,XHEL,EUR,50,FI,HIAB.HE,,candidat screener yahoo 2026-08-21,1108,2005-05-30,2026-08-17,21.2,62.15,EUR,Hiab Oyj,1.0,,avertissement,isin_absent
EQ:IT:MAIRE,,Maire S.p.A.,XMIL,EUR,50,IT,MAIRE.MI,,candidat screener yahoo 2026-08-21,978,2007-11-26,2026-08-17,18.7,12.28,EUR,Maire S.p.A.,1.0,,avertissement,isin_absent
EQ:FR:SOITEC,,Soitec SA,XPAR,EUR,10,FR,SOI.PA,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,111.4,EUR,Soitec SA,1.0,,avertissement,isin_absent
EQ:FR:LDC,,L.D.C. S.A.,XPAR,EUR,45,FR,LOUP.PA,,candidat screener yahoo 2026-08-21,1604,1995-11-27,2026-08-17,30.7,112.6,EUR,L.D.C. S.A.,1.0,,avertissement,isin_absent
EQ:DE:LEGIMMOBILIEN,,LEG IMMOBILIEN,XETR,EUR,35,DE,LEG.DE,,candidat screener yahoo 2026-08-21,685,2013-07-08,2026-08-17,13.1,49.96,EUR,LEG Immobilien SE,1.0,,avertissement,isin_absent|historique_13.1a
EQ:PT:SONAESGPS,,"Sonae, SGPS, S.A.",XLIS,EUR,45,PT,SON.LS,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,2.005,EUR,"Sonae, SGPS, S.A.",1.0,,avertissement,isin_absent
EQ:IT:INTERPUMPGROUP,,Interpump Group S.p.A.,XMIL,EUR,50,IT,IP.MI,,candidat screener yahoo 2026-08-21,1549,1996-12-16,2026-08-17,29.7,36.82,EUR,Interpump Group S.p.A.,1.0,,avertissement,isin_absent
EQ:DE:FLATEXDEGIRO,,flatexDEGIRO SE,XETR,EUR,30,DE,FTK.DE,,candidat screener yahoo 2026-08-21,838,2010-08-02,2026-08-17,16.0,35.54,EUR,flatexDEGIRO SE,1.0,,avertissement,isin_absent
EQ:BE:TITAN,,Titan S.A.,XBRU,EUR,55,BE,TITC.BR,,candidat screener yahoo 2026-08-21,370,2019-07-22,2026-08-17,7.1,50.8,EUR,Titan S.A.,1.0,,avertissement,isin_absent|historique_7.1a
EQ:DE:OTTOBOCK,,Ottobock SE & Co. KGaA,XETR,EUR,20,DE,OBCK.DE,,candidat screener yahoo 2026-08-21,30,2026-01-26,2026-08-17,0.6,58.6,EUR,Ottobock SE & Co. KGaA        I,1.0,,rejete,historique_tronque_provider(30pts)|isin_absent
EQ:DE:DMGMORI,,DMG MORI AKTIENGESELLSCHAFT,XETR,EUR,50,DE,GIL.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,47.3,EUR,DMG MORI AKTIENGESELLSCHAFT,1.0,,avertissement,isin_absent
EQ:NL:ARCADIS,,Arcadis NV,XAMS,EUR,50,NL,ARCAD.AS,,candidat screener yahoo 2026-08-21,1466,1998-07-20,2026-08-17,28.1,43.58,EUR,Arcadis NV,1.0,,avertissement,isin_absent
EQ:DE:AUMOVIO,,Aumovio,XETR,EUR,40,DE,AMV0.DE,,candidat screener yahoo 2026-08-21,49,2025-09-15,2026-08-17,0.9,36.45,EUR,Aumovio SE,1.0,,rejete,historique_tronque_provider(49pts)|isin_absent
EQ:IT:IVECOGROUP,,Iveco Group N.V.,XMIL,EUR,50,IT,IVG.MI,,candidat screener yahoo 2026-08-21,242,2022-01-03,2026-08-17,4.6,13.96,EUR,Iveco Group N.V.,1.0,,avertissement,isin_absent|historique_4.6a
EQ:IT:DIASORIN,,DiaSorin S.p.A.,XMIL,EUR,20,IT,DIA.MI,,candidat screener yahoo 2026-08-21,997,2007-07-16,2026-08-17,19.1,74.38,EUR,DiaSorin S.p.A.,1.0,,avertissement,isin_absent
EQ:ES:FLUIDRA,,"Fluidra, S.A.",XMAD,EUR,40,ES,FDR.MC,,candidat screener yahoo 2026-08-21,982,2007-10-29,2026-08-17,18.8,19.36,EUR,"Fluidra, S.A.",1.0,,avertissement,isin_absent
EQ:DE:KRONES,,Krones AG,XETR,EUR,50,DE,KRN.DE,,candidat screener yahoo 2026-08-21,1448,1998-11-23,2026-08-17,27.7,115.0,EUR,Krones AG,1.0,,avertissement,isin_absent
EQ:FR:COVIVIOHOTELS,,Covivio Hotels,XPAR,EUR,35,FR,COVH.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,22.5,EUR,Covivio Hotels,1.0,,avertissement,isin_absent
EQ:DE:SIXT,,SIXT,XETR,EUR,50,DE,SIX2.DE,,candidat screener yahoo 2026-08-21,1450,1998-11-09,2026-08-17,27.8,73.675,EUR,Sixt SE,1.0,,avertissement,isin_absent
EQ:DE:TUI,,TUI AG,XETR,EUR,40,DE,TUI1.DE,,candidat screener yahoo 2026-08-21,1490,1998-02-02,2026-08-17,28.5,6.952,EUR,TUI AG,1.0,,avertissement,isin_absent
EQ:FR:RUBIS,,Rubis,XPAR,EUR,60,FR,RUI.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,33.9,EUR,Rubis,1.0,,avertissement,isin_absent
EQ:FR:SOPRASTERIAGROUP,,Sopra Steria Group SA,XPAR,EUR,10,FR,SOP.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,182.5,EUR,Sopra Steria Group SA,1.0,,avertissement,isin_absent
EQ:ES:SACYR,,"Sacyr, S.A.",XMAD,EUR,50,ES,SCYR.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,4.386,EUR,"Sacyr, S.A.",1.0,,avertissement,isin_absent
EQ:FR:VALEO,,Valeo SE,XPAR,EUR,40,FR,FR.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,14.375,EUR,Valeo SE,1.0,,avertissement,isin_absent
EQ:DE:SCHOTTPHARMA,,SCHOTT Pharma AG & Co. KGaA,XETR,EUR,20,DE,1SXP.DE,,candidat screener yahoo 2026-08-21,152,2023-09-25,2026-08-17,2.9,22.9,EUR,SCHOTT Pharma AG & Co. KGaA,1.0,,avertissement,isin_absent|historique_2.9a
EQ:ES:COLONIALSFLSOCIM,,"Colonial SFL, Socimi S. A.",XMAD,EUR,35,ES,COL.MC,,candidat screener yahoo 2026-08-21,1267,2002-05-13,2026-08-17,24.3,5.455,EUR,"Colonial SFL, Socimi S. A.",1.0,,avertissement,isin_absent
EQ:FI:HUHTAMAKI,,Huhtamäki Oyj,XHEL,EUR,40,FI,HUH1V.HE,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,31.6,EUR,Huhtamäki Oyj,1.0,,avertissement,isin_absent
EQ:FI:MANDATUM,,MANDATUM OYJ,XHEL,EUR,30,FI,MANTA.HE,,candidat screener yahoo 2026-08-21,151,2023-10-02,2026-08-17,2.9,6.18,EUR,Mandatum Oyj,1.0,,avertissement,isin_absent|historique_2.9a
EQ:FR:WENDEL,,Wendel,XPAR,EUR,30,FR,MF.PA,,candidat screener yahoo 2026-08-21,1925,1989-10-02,2026-08-17,36.9,85.9,EUR,Wendel,1.0,,avertissement,isin_absent
EQ:DE:FIELMANNGROUP,,Fielmann Group AG,XETR,EUR,20,DE,FIE.DE,,candidat screener yahoo 2026-08-21,1351,2000-10-02,2026-08-17,25.9,39.15,EUR,Fielmann Group AG,1.0,,avertissement,isin_absent
EQ:IT:ERG,,ERG S.p.A.,XMIL,EUR,65,IT,ERG.MI,,candidat screener yahoo 2026-08-21,1468,1998-07-06,2026-08-17,28.1,22.36,EUR,ERG S.p.A.,1.0,,avertissement,isin_absent
EQ:LU:APERAM,,Aperam S.A.,XWBO,EUR,55,LU,APAM.VI,,candidat screener yahoo 2026-08-21,445,2018-02-12,2026-08-17,8.5,44.84,EUR,Aperam S.A.,1.0,,avertissement,isin_absent|historique_8.5a
EQ:AT:BTVVIERLANDER,,BTV Vier Länder Bank AG,XWBO,EUR,30,AT,BTS.VI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,87.5,EUR,BTV Vier Länder Bank AG,1.0,,avertissement,isin_absent
EQ:IT:IREN,,Iren SpA,XMIL,EUR,65,IT,IRE.MI,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,2.506,EUR,Iren SpA,1.0,,avertissement,isin_absent
EQ:FR:CAISSEREGIONALEC,,Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France,XPAR,EUR,30,FR,CAF.PA,,candidat screener yahoo 2026-08-21,1780,1992-07-13,2026-08-17,34.1,114.76,EUR,Caisse Régionale de Crédit Agricole Mutuel de Paris et d'Ile-de-France,1.0,,avertissement,isin_absent
EQ:FR:EURAZEO,,Eurazeo SE,XPAR,EUR,30,FR,RF.PA,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,49.52,EUR,Eurazeo SE,1.0,,avertissement,isin_absent
EQ:FR:EXOSENS,,Exosens,XPAR,EUR,50,FR,EXENS.PA,,candidat screener yahoo 2026-08-21,116,2024-06-03,2026-08-17,2.2,61.35,EUR,Exosens,1.0,,avertissement,isin_absent|historique_2.2a
EQ:ES:CIEAUTOMOTIVE,,"CIE Automotive, S.A.",XMAD,EUR,40,ES,CIE.MC,,candidat screener yahoo 2026-08-21,1256,2002-07-29,2026-08-17,24.1,26.05,EUR,"CIE Automotive, S.A.",1.0,,avertissement,isin_absent
EQ:ES:VIDRALA,,"Vidrala, S.A.",XMAD,EUR,40,ES,VID.MC,,candidat screener yahoo 2026-08-21,1390,2000-01-03,2026-08-17,26.6,89.5,EUR,"Vidrala, S.A.",1.0,,avertissement,isin_absent
EQ:IT:CARELINDUSTRIES,,Carel Industries S.p.A.,XMIL,EUR,10,IT,CRL.MI,,candidat screener yahoo 2026-08-21,428,2018-06-11,2026-08-17,8.2,27.15,EUR,Carel Industries S.p.A.,1.0,,avertissement,isin_absent|historique_8.2a
